(29) 13 June   Brazil           4-2  Chile       @ Estadio Nacional, Santiago
(30) 13 June   Czechoslovakia   3-1  Yugoslavia  @ Estadio Sausalito, Viña del Mar
(31) 16 June   Chile            1-0  Yugoslavia  @ Estadio Nacional, Santiago
(32) 17 June   Brazil           3-1  Czechoslovakia  @ Estadio Nacional, Santiago
(1)  11 July   England    0-0    Uruguay   @ Wembley Stadium, London
(5)  13 July   France     1-1    Mexico    @ Wembley Stadium, London
(9)  15 July   Uruguay    2-1    France    @ White City Stadium, London
(13) 16 July   England    2-0    Mexico    @ Wembley Stadium, London
(17) 19 July   Mexico     0-0    Uruguay   @ Wembley Stadium, London
(21) 20 July   England    2-0    France    @ Wembley Stadium, London
(2)  12 July   West Germany    5-0   Switzerland   @ Hillsborough Stadium, Sheffield
(6)  13 July   Argentina       2-1   Spain         @ Villa Park, Birmingham
(10) 15 July   Spain           2-1   Switzerland   @ Hillsborough Stadium, Sheffield
(14) 16 July   Argentina       0-0   West Germany  @ Villa Park, Birmingham
(18) 19 July   Argentina       2-0   Switzerland   @ Hillsborough Stadium, Sheffield
(22) 20 July   West Germany    2-1   Spain         @ Villa Park, Birmingham
(3)  12 July   Brazil      2-0    Bulgaria         @ Goodison Park, Liverpool
(7)  13 July   Portugal    3-1    Hungary          @ Old Trafford, Manchester
(11) 15 July   Hungary     3-1    Brazil           @ Goodison Park, Liverpool
(15) 16 July   Portugal    3-0    Bulgaria         @ Old Trafford, Manchester
(19) 19 July   Portugal    3-1    Brazil           @ Goodison Park, Liverpool
(23) 20 July   Hungary     3-1    Bulgaria         @ Old Trafford, Manchester
(4)  12 July   Soviet Union    3-0  North Korea   @ Ayresome Park, Middlesbrough
(8)  13 July   Italy           2-0  Chile         @ Roker Park, Sunderland
(12) 15 July   Chile           1-1  North Korea   @ Ayresome Park, Middlesbrough
(16) 16 July   Soviet Union    1-0  Italy         @ Roker Park, Sunderland
(20) 19 July   North Korea     1-0  Italy         @ Ayresome Park, Middlesbrough
(24) 20 July   Soviet Union    2-1  Chile         @ Roker Park, Sunderland
(25) 23 July   England         1-0   Argentina     @ Wembley Stadium, London
(26) 23 July   West Germany    4-0   Uruguay       @ Hillsborough Stadium, Sheffield
(27) 23 July   Soviet Union    2-1   Hungary       @ Roker Park, Sunderland
(28) 23 July   Portugal        5-3   North Korea   @ Goodison Park, Liverpool
(29) 25 July   West Germany   2-1   Soviet Union  @ Goodison Park, Liverpool
(30) 26 July   England        2-1   Portugal      @ Wembley Stadium, London
(31) 28 July   Portugal    2-1   Soviet Union  @ Wembley Stadium, London
(32) 30 July    England   4-2 a.e.t. 2-2   West Germany  @ Wembley Stadium, London
(1)  31 May     Mexico          0-0    Soviet Union   @ Estadio Azteca, Mexico City
(5)   3 June    Belgium         3-0    El Salvador    @ Estadio Azteca, Mexico City
(9)   6 June    Soviet Union    4-1    Belgium        @ Estadio Azteca, Mexico City
(13)  7 June    Mexico          4-0    El Salvador    @ Estadio Azteca, Mexico City
(17) 10 June    Soviet Union    2-0    El Salvador    @ Estadio Azteca, Mexico City
(21) 11 June    Mexico          1-0    Belgium        @ Estadio Azteca, Mexico City
(2)   2 June   Uruguay    2-0    Israel      @ Estadio Cuauhtémoc, Puebla
(6)   3 June   Italy      1-0    Sweden      @ Estadio Luis Dosal, Toluca
(10)  6 June   Uruguay    0-0    Italy       @ Estadio Cuauhtémoc, Puebla
(14)  7 June   Sweden     1-1    Israel      @ Estadio Luis Dosal, Toluca
(18) 10 June   Uruguay    0-1    Sweden      @ Estadio Cuauhtémoc, Puebla
(22) 11 June   Israel     0-0    Italy       @ Estadio Luis Dosal, Toluca
(3)   2 June   Romania    0-1    England          @ Estadio Jalisco, Guadalajara
(7)   3 June   Czechoslovakia    1-4    Brazil     @ Estadio Jalisco, Guadalajara
(11)  6 June   Romania    2-1    Czechoslovakia   @ Estadio Jalisco, Guadalajara
(15)  7 June   England    0-1    Brazil           @ Estadio Jalisco, Guadalajara
(19) 10 June   Romania    2-3    Brazil           @ Estadio Jalisco, Guadalajara
(23) 11 June   England    1-0    Czechoslovakia   @ Estadio Jalisco, Guadalajara
(4)   2 June   Peru        3-2   Bulgaria       @ Estadio Nou Camp, León
(8)   3 June   Morocco     1-2   West Germany   @ Estadio Nou Camp, León
(12)  6 June   Peru        3-0   Morocco        @ Estadio Nou Camp, León
(16)  7 June   Bulgaria    2-5   West Germany   @ Estadio Nou Camp, León
(20) 10 June   Peru        1-3   West Germany   @ Estadio Nou Camp, León
(24) 11 June   Bulgaria    1-1   Morocco        @ Estadio Nou Camp, León
(25) 14 June    Soviet Union  0-1 a.e.t. 0-0   Uruguay    @ Estadio Azteca, Mexico City
(26) 14 June    Italy         4-1              Mexico     @ Estadio Luis Dosal, Toluca
(27) 14 June    Brazil        4-2              Peru       @ Estadio Jalisco, Guadalajara
(28) 14 June    West Germany  3-2 a.e.t. 2-2   England    @ Estadio Nou Camp, León
(29) 17 June    Uruguay    1-3               Brazil        @ Estadio Jalisco, Guadalajara
(30) 17 June    Italy      4-3 a.e.t. 1-1    West Germany  @ Estadio Azteca, Mexico City
(31) 20 June    Uruguay    0-1    West Germany   @ Estadio Azteca, Mexico City
